Time,M_base,M_50,M_100,M_150,M_200,Y_base,Y_50,Y_100,Y_150,Y_200
350.0,121.08840589819347,92.7015208396835,108.0190594963022,120.33093928753767,130.09653579705667,110.07517310871117,95.99716291736966,114.96878880858053,128.9020545733258,139.7669275327357
355.0,120.68874977438962,93.38778705990843,108.9591351107087,121.06330152561577,130.75130237166064,107.71170152994915,94.01100162825324,113.10177257417081,127.2591969412477,138.40493979955056
360.0,120.11658735866324,94.58210413185425,110.36289090797897,122.18021509715147,131.67852163250004,100.80460715805806,87.21385441409213,106.71368156173901,121.1208891549772,132.5045104997822
365.0,116.48609112492495,95.4859604552518,111.8326319882398,123.72052565072192,133.0798747217163,98.15373027528017,85.02927102130403,105.11614746768736,119.5162236468731,130.95350909557496
370.0,110.85768835689217,97.81388703079548,113.31473654845995,124.45678825635764,133.3187040299209,95.63139767619107,83.5472352227169,103.1873383176338,117.438172462645,128.56423658072447
375.0,111.42391557115751,97.81546362520342,113.61944989035922,125.08688449943288,134.09350322621248,95.505994262113,83.40391810902219,103.05809665279257,117.60165388703668,128.91937748939347
380.0,113.59161756119784,99.1927919525274,115.48090707931333,127.18765058847087,136.38606248969765,96.20260380316567,83.76773016172558,103.70853934832708,118.4441698516,130.1741567897167
385.0,113.6274293389542,99.61263233485832,116.56763400359199,128.66678821276335,138.24291192805393,96.23433305989688,83.29900095814726,103.55010698122874,118.4532527665202,130.42738133403736
390.0,114.53875029446647,101.23057701984739,119.22458617209318,132.14287745355423,142.3810978366183,95.5789316357121,82.26804711571985,102.81269972082947,117.84478443136064,129.91827453988333
395.0,112.594952748643,99.20786693179927,118.86014589648487,132.80458746148145,143.74912454033245,94.36959689716909,81.34454791000215,102.4361438442306,117.64826310634011,129.72284398898114
400.0,107.96135564674871,94.42083300795788,116.61233115375211,131.92974079123087,143.77585875632616,94.08969000576171,80.66999304024965,102.9070753129619,118.54784488112445,130.9913092034529
405.0,105.17223412792477,89.9535172044922,115.0672528635875,132.5274095502237,146.1037833115456,95.366251021395,80.85049967900859,105.22181316666642,122.2428159555675,135.629065266626
410.0,99.35018725055768,83.3749864076363,113.77003250166378,135.41434915034463,152.58787384742604,97.14147277586466,81.79040801469272,111.51315530459023,132.56070352015885,149.23205101983257
